student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
2932,20.22,Female,High School,5.92,1.27,1.91,2.59,1.05,8.49,7.96,Average,1.05,20.77,11.79,25.71,55.69
2933,24.44,Female,High School,2.52,2.14,0.0,0.43,2.97,5.93,3.6,Poor,7.71,31.46,61.42,20.19,18.99
2934,20.42,Male,High School,3.3,3.01,3.49,3.15,0.96,7.62,8.02,Average,4.37,11.89,0.0,11.94,25.8
2935,16.42,Other,High School,3.91,1.84,2.49,2.21,2.44,6.17,11.5,Good,7.06,12.32,22.58,31.65,35.33
2936,16.81,Other,High School,6.58,1.39,1.2,2.81,1.99,5.21,2.54,Poor,4.67,19.76,1.59,33.41,34.65
2937,15.61,Other,High School,5.95,2.62,1.47,4.14,4.33,4.34,4.57,Good,8.88,14.26,39.96,25.11,41.97
2938,22.26,Female,High School,8.02,2.36,3.19,2.67,1.69,4.35,8.65,Good,6.71,14.75,42.6,33.3,64.62
2939,19.45,Other,High School,5.02,2.08,2.28,3.72,0.56,6.48,5.77,Average,10.7,20.81,13.23,38.12,64.55
2940,17.46,Male,High School,5.54,2.31,0.52,0.0,3.07,9.54,9.24,Average,0.81,18.41,3.43,28.89,26.57
2941,19.05,Male,High School,4.45,1.44,3.05,4.83,1.07,5.67,6.09,Average,3.18,12.27,20.99,13.39,32.48
2942,16.91,Other,High School,5.71,1.32,1.49,5.83,1.02,5.48,1.42,Poor,4.06,23.45,15.53,24.85,50.77
2943,21.1,Female,High School,7.39,1.6,3.05,4.27,0.48,7.72,4.4,Average,1.7,20.11,7.95,38.55,62.4
2944,18.46,Other,High School,5.17,2.12,0.0,2.87,2.46,6.24,9.85,Poor,9.67,11.1,17.43,36.49,25.38
2945,19.17,Female,High School,3.68,4.18,0.32,5.46,2.46,7.97,9.76,Average,7.85,6.57,3.53,6.71,22.11
2946,16.99,Female,High School,3.62,2.8,2.24,4.27,3.02,5.85,7.35,Poor,8.42,9.23,27.36,26.77,46.25
2947,21.32,Other,High School,5.03,0.58,3.5,0.26,2.29,5.15,5.44,Good,10.37,19.77,3.85,40.63,61.71
2948,16.06,Male,High School,6.15,2.21,2.2,2.44,0.0,8.91,5.4,Good,8.36,25.21,0.6,38.06,59.45
2949,19.47,Male,High School,5.34,3.03,4.67,2.39,3.79,5.77,5.47,Poor,8.73,18.77,21.4,32.3,44.86
2950,20.7,Female,High School,5.99,1.73,2.53,5.24,2.93,9.75,1.43,Poor,8.59,13.59,16.63,32.65,55.16
2951,18.06,Male,High School,7.27,3.25,2.45,1.91,1.05,4.59,5.7,Poor,7.97,21.35,23.86,40.1,59.76
2952,19.59,Female,High School,5.43,3.33,1.94,2.99,3.37,6.02,7.37,Good,4.16,15.24,24.92,35.52,40.56
2953,21.64,Female,High School,2.29,1.82,2.23,4.94,1.11,4.76,5.72,Average,1.9,0.1,20.38,12.02,12.38
2954,18.11,Male,High School,6.17,3.16,1.9,4.44,3.11,6.13,6.7,Good,2.07,15.65,0.67,30.36,49.66
2955,20.86,Female,High School,8.72,0.91,4.08,5.18,1.95,10.68,4.94,Good,8.87,21.22,9.0,49.28,67.66
2956,16.9,Male,High School,5.18,1.15,1.55,2.86,1.17,6.94,10.24,Average,2.57,19.46,13.14,21.62,44.74
2957,21.33,Female,High School,6.39,2.81,3.65,2.93,2.82,7.34,8.37,Poor,5.68,15.19,17.98,21.45,43.1
2958,20.56,Female,High School,7.29,1.96,1.14,4.05,1.87,6.4,0.8,Good,5.47,20.56,0.53,37.28,68.67
2959,21.29,Other,High School,4.98,1.57,0.0,4.12,0.8,7.26,7.07,Poor,7.29,5.22,19.98,28.52,34.69
2960,16.99,Other,High School,5.71,1.7,1.43,2.38,1.38,7.47,6.08,Good,6.78,19.36,0.4,29.78,52.86
2961,23.54,Other,High School,2.44,2.14,3.93,2.96,0.37,8.71,10.37,Poor,6.04,4.96,24.09,1.1,9.55
2962,18.84,Male,High School,7.45,0.1,0.38,2.99,1.67,9.28,7.21,Poor,5.65,27.67,0.0,44.41,79.37
2963,18.0,Other,High School,1.23,2.26,0.28,0.0,2.22,5.4,8.97,Good,0.86,5.69,2.17,5.51,16.1
2964,19.99,Other,High School,6.29,2.54,3.05,2.73,1.42,8.45,5.27,Average,4.63,21.57,12.24,37.0,57.33
2965,21.0,Male,High School,2.84,2.2,0.9,3.54,2.95,8.83,4.6,Good,6.91,19.06,0.0,16.48,28.44
2966,16.18,Female,High School,0.75,2.86,0.0,1.93,2.09,6.51,4.2,Good,9.17,7.02,5.2,13.69,23.54
2967,16.87,Other,High School,6.14,1.84,2.91,1.94,1.84,8.25,5.43,Average,1.71,19.53,0.0,33.06,29.78
2968,20.41,Female,High School,2.22,0.68,1.95,4.58,1.84,4.53,5.16,Average,10.27,3.17,36.51,20.21,22.38
2969,18.0,Male,High School,5.01,3.57,0.41,0.0,1.32,6.53,5.32,Good,3.74,16.68,0.33,29.45,46.2
2970,22.19,Female,High School,1.85,2.34,1.25,2.07,0.0,7.12,13.95,Average,5.23,14.27,20.76,11.22,27.76
2971,16.35,Other,High School,2.93,5.61,3.67,3.29,3.78,6.84,11.1,Good,1.18,9.58,33.04,10.85,5.6
2972,15.64,Female,High School,4.85,2.24,1.88,4.05,1.66,7.39,3.18,Poor,5.14,22.46,4.05,24.53,35.38
2973,18.87,Female,High School,7.64,0.69,2.82,0.71,2.63,6.58,5.83,Good,6.75,18.56,9.86,39.08,85.32
2974,16.49,Female,High School,5.68,3.76,3.51,1.49,1.56,6.52,2.74,Good,9.35,29.33,0.84,39.73,73.61
2975,17.8,Female,High School,3.24,2.03,2.65,2.33,3.08,7.45,6.66,Poor,4.89,18.15,7.46,22.78,27.32
2976,17.61,Female,High School,5.71,0.81,2.36,3.05,2.03,6.23,7.58,Good,8.19,19.89,21.46,35.76,68.2
2977,17.21,Female,High School,2.48,1.8,2.03,2.79,1.98,6.0,4.65,Average,5.29,2.65,0.51,17.02,41.12
2978,15.5,Other,High School,5.91,2.98,2.87,4.89,1.35,5.64,11.75,Average,8.52,19.58,38.69,34.66,55.51
2979,17.35,Other,High School,5.35,1.98,2.14,3.16,2.19,6.05,7.9,Good,5.66,25.37,18.85,27.05,36.01
2980,21.37,Female,High School,8.87,3.1,2.51,1.79,1.3,7.67,7.49,Average,10.21,32.74,11.68,48.46,87.25
2981,24.24,Other,High School,4.43,1.21,0.67,1.93,1.18,6.43,4.09,Poor,5.71,5.62,6.46,28.74,41.94
2982,19.44,Male,High School,5.9,2.03,0.4,0.54,1.89,9.37,7.57,Good,6.69,19.04,0.0,41.73,59.99
2983,15.95,Other,High School,4.3,3.08,0.48,3.52,0.56,6.02,4.11,Average,6.61,13.74,3.4,34.27,29.34
2984,20.75,Other,High School,3.64,2.42,0.86,4.82,5.16,8.04,8.77,Average,2.72,17.83,13.34,11.53,24.87
2985,21.29,Female,High School,3.74,2.29,1.3,3.86,3.3,5.06,3.44,Average,6.6,9.8,17.67,18.11,25.46
2986,22.88,Other,High School,4.26,1.78,0.0,2.93,1.64,6.81,8.99,Good,8.45,21.17,10.81,26.91,49.89
2987,20.73,Female,High School,0.0,2.24,1.24,3.6,0.64,7.93,8.85,Poor,8.9,0.48,2.78,12.91,18.88
2988,16.44,Other,High School,5.8,0.62,1.09,3.99,2.87,8.35,2.96,Average,3.41,6.29,11.04,23.56,27.95
2989,19.26,Male,High School,3.2,1.21,2.18,2.34,2.96,6.32,7.04,Poor,0.68,4.17,10.69,22.86,37.59
2990,17.1,Other,High School,4.67,0.18,1.9,1.69,1.26,7.06,6.1,Average,4.32,19.49,0.23,24.1,34.68
2991,19.87,Other,High School,6.7,2.63,1.08,3.47,0.23,8.39,2.27,Good,1.74,24.2,0.0,37.09,46.62
2992,19.99,Other,High School,4.96,0.99,2.91,0.38,0.34,8.37,7.15,Good,7.16,22.79,0.17,29.08,48.2
2993,15.89,Other,High School,3.68,1.51,2.4,5.54,1.9,6.37,9.45,Good,6.98,18.96,30.4,20.25,39.51
2994,21.4,Male,High School,3.8,0.0,2.23,2.76,0.0,8.25,8.56,Average,2.86,7.49,22.42,14.7,10.51
2995,18.58,Male,High School,5.69,3.96,0.49,3.49,1.72,7.28,6.08,Poor,0.0,19.18,19.45,26.36,48.67
2996,16.67,Male,High School,3.03,2.05,0.61,5.23,0.83,8.39,7.15,Average,5.86,15.49,11.71,25.01,24.22
2997,18.5,Other,High School,6.84,3.64,0.89,1.16,1.68,4.4,2.05,Average,8.67,25.18,0.02,44.82,80.86
2998,16.08,Other,High School,4.0,1.56,0.7,3.77,1.42,5.87,6.75,Average,4.3,14.36,12.96,19.54,29.47
2999,21.19,Other,High School,3.32,3.42,3.72,4.98,1.84,5.28,9.19,Poor,1.79,13.29,51.56,7.27,6.68
3000,20.82,Other,High School,4.06,1.74,1.77,3.58,3.5,8.17,7.43,Good,6.94,7.36,23.71,26.49,50.01
3001,17.63,Female,High School,6.94,4.13,4.61,3.55,1.31,8.12,14.06,Average,8.35,32.17,35.63,41.79,55.51
3002,18.63,Female,High School,4.17,2.77,2.09,1.28,4.47,6.37,5.08,Poor,8.24,8.57,11.44,33.2,42.62
3003,20.67,Female,High School,1.79,1.31,0.94,6.21,1.37,6.03,13.73,Poor,3.01,2.23,32.75,1.38,2.23
3004,17.56,Male,High School,4.94,1.63,3.07,0.9,0.0,7.56,2.97,Good,5.09,15.41,6.86,26.02,50.92
3005,18.5,Other,High School,5.4,4.09,0.97,0.35,2.02,6.06,6.84,Good,2.71,21.93,12.84,20.23,39.57
3006,21.78,Male,High School,2.95,2.03,2.97,0.3,1.42,6.67,8.08,Good,2.92,12.32,6.38,19.93,21.93
3007,16.34,Male,High School,3.8,1.4,3.81,1.61,1.51,5.78,10.1,Average,10.14,10.01,33.05,32.9,48.32
3008,22.06,Other,High School,7.39,1.45,0.0,0.49,2.77,5.85,4.23,Good,6.34,24.7,7.49,40.6,63.09
3009,24.36,Female,High School,4.81,2.33,1.77,1.12,1.46,4.24,4.92,Good,4.22,21.99,0.72,29.75,78.58
3010,22.43,Male,High School,3.93,0.7,1.58,3.96,2.36,4.45,11.64,Good,6.92,13.76,19.96,20.53,19.13
3011,15.1,Other,High School,3.38,0.0,2.83,2.06,1.14,6.01,7.54,Good,3.73,4.11,27.96,21.61,22.76
3012,20.54,Other,High School,4.71,2.36,2.31,3.15,0.48,6.6,6.96,Good,4.83,17.58,17.82,20.97,29.97
3013,20.49,Other,High School,4.74,2.17,2.92,3.11,2.21,7.65,7.88,Good,5.05,11.12,28.7,27.33,37.43
3014,18.11,Other,High School,5.55,1.24,2.58,2.56,1.64,7.93,6.91,Average,9.56,15.84,7.14,49.32,88.65
3015,19.64,Other,High School,6.14,2.22,0.92,0.79,0.28,6.05,9.96,Good,4.76,26.64,21.31,30.49,55.57
3016,19.54,Male,High School,3.61,3.62,1.51,3.06,2.77,6.66,8.59,Average,4.87,14.01,18.66,22.99,39.4
3017,19.82,Male,High School,3.83,1.13,1.62,3.67,1.23,5.89,4.3,Good,5.47,9.25,0.0,24.77,53.4
3018,16.78,Male,High School,4.51,0.6,0.34,2.69,1.36,6.49,4.31,Good,3.85,14.49,0.0,18.02,27.47
3019,18.88,Female,High School,5.79,2.0,1.67,3.04,1.06,7.49,6.4,Good,9.93,17.62,12.35,32.64,56.3
3020,17.79,Female,High School,6.86,2.6,1.37,0.54,0.0,6.07,8.8,Good,5.15,33.42,0.05,39.57,61.96
3021,16.16,Other,High School,7.34,0.73,2.5,2.58,1.57,8.76,4.94,Good,2.3,23.37,22.75,28.96,56.01
3022,23.02,Male,High School,2.43,3.65,0.51,1.37,2.07,8.61,5.25,Good,1.03,14.63,0.25,5.9,27.78
3023,16.36,Female,High School,3.29,2.81,3.25,6.43,1.98,6.06,10.17,Good,4.9,0.0,36.29,9.67,28.11
3024,17.66,Other,High School,1.01,2.28,1.48,0.0,3.27,5.14,6.63,Poor,0.07,0.0,11.96,9.15,13.03
3025,17.33,Female,High School,5.04,1.83,2.46,1.69,1.28,4.72,7.16,Good,5.37,18.74,6.39,30.84,33.74
3026,17.47,Other,High School,4.66,1.49,0.73,2.69,2.13,7.46,4.53,Average,2.61,10.29,6.68,22.26,20.89
3027,15.51,Female,High School,2.7,1.55,3.69,0.91,0.75,9.42,4.96,Average,9.95,11.39,0.0,31.27,38.33
3028,20.77,Other,High School,5.79,0.1,2.06,2.04,3.36,7.67,4.92,Good,8.4,20.26,0.04,34.86,50.34
3029,20.7,Male,High School,3.31,1.06,2.05,3.69,1.19,6.05,8.15,Good,7.97,2.77,5.54,28.33,46.68
3030,16.31,Female,High School,3.98,4.68,0.0,4.64,2.23,7.09,7.42,Average,5.53,22.26,0.49,30.27,31.03
3031,19.36,Other,High School,8.86,4.07,0.65,5.7,1.53,5.67,5.25,Good,5.02,25.9,0.16,40.63,59.3
3032,19.74,Male,High School,4.04,0.53,1.59,2.35,4.54,7.2,6.35,Good,8.96,5.0,11.91,29.08,44.35
3033,17.89,Male,High School,5.12,2.39,2.67,2.73,1.88,7.11,1.85,Average,2.51,18.45,0.0,25.79,36.27
3034,17.05,Male,High School,0.49,4.68,3.19,1.75,2.55,6.74,3.67,Good,8.11,10.23,0.57,10.27,23.17
3035,16.2,Other,High School,2.87,0.71,4.26,2.39,1.51,6.69,7.87,Good,1.4,7.23,26.15,18.08,8.23
3036,21.11,Female,High School,4.29,2.44,1.98,1.53,0.8,5.75,3.68,Average,9.18,19.83,0.16,26.37,57.41
3037,23.3,Male,High School,6.35,2.55,1.22,2.62,2.33,7.18,6.35,Average,9.07,18.22,5.53,41.39,78.02
3038,19.22,Female,High School,0.16,0.85,2.33,3.84,1.31,6.69,4.73,Average,4.37,0.0,25.47,10.78,3.58
3039,18.31,Other,High School,6.53,1.16,2.08,2.97,4.58,5.46,7.49,Average,8.01,24.46,23.46,40.15,56.46
3040,16.67,Male,High School,5.1,1.93,2.34,3.29,3.51,8.36,4.94,Average,5.31,27.35,18.66,25.32,29.78
3041,18.5,Female,High School,3.68,3.68,0.97,3.82,1.72,7.51,10.07,Good,10.2,9.45,13.03,20.25,26.27
3042,25.07,Male,High School,4.62,4.74,1.86,2.44,0.07,7.17,3.34,Good,3.75,16.67,14.46,20.39,6.34
3043,22.86,Female,High School,1.9,2.28,3.45,1.42,0.75,7.88,3.82,Good,2.31,18.51,0.04,14.8,12.83
3044,21.27,Male,High School,0.95,1.71,5.0,2.36,3.4,5.01,12.36,Poor,0.58,3.69,35.46,11.6,4.36
3045,18.98,Female,High School,3.53,1.67,2.43,5.13,1.38,6.94,10.33,Good,3.53,12.48,31.35,15.2,33.35
3046,19.95,Other,High School,8.34,0.72,0.0,1.81,0.16,8.6,4.25,Good,0.33,33.67,0.55,43.62,51.88
3047,16.41,Other,High School,1.65,2.65,3.25,2.67,2.1,5.73,11.85,Average,8.88,1.13,37.53,20.22,18.16
3048,18.16,Other,High School,6.49,1.81,1.08,1.81,0.49,6.07,6.36,Poor,10.17,21.81,3.67,31.25,57.74
3049,17.53,Other,High School,2.43,0.66,1.55,6.09,0.38,6.12,6.7,Poor,10.18,0.37,23.62,27.17,20.2
3050,16.98,Female,High School,2.26,1.49,1.87,3.85,1.94,5.15,9.25,Good,3.94,9.15,23.01,17.68,16.56
3051,19.96,Female,High School,1.97,1.79,3.75,1.17,2.55,8.41,4.84,Poor,9.98,0.87,0.04,20.24,31.45
3052,17.17,Female,High School,7.57,3.47,2.68,3.6,2.79,9.27,8.4,Average,3.93,17.0,2.03,33.69,46.78
3053,18.95,Female,High School,5.7,2.02,1.02,4.04,1.06,3.1,5.93,Good,9.6,24.59,12.22,33.83,53.32
3054,23.52,Female,High School,6.86,2.3,0.74,3.51,0.86,7.35,4.6,Average,4.18,16.48,0.37,36.65,42.22
3055,18.99,Other,High School,7.47,1.72,3.29,1.16,3.53,6.27,6.76,Average,8.58,26.55,21.09,47.81,57.25
3056,20.21,Female,High School,6.6,3.72,1.99,2.11,1.17,7.25,7.17,Poor,3.05,23.94,0.0,34.28,50.29
3057,22.06,Male,High School,8.0,3.04,0.34,4.81,1.66,6.02,4.6,Good,8.6,29.07,0.0,48.42,46.64
3058,23.52,Female,High School,8.23,2.44,2.45,3.31,0.19,6.84,9.98,Poor,3.8,33.95,14.81,49.6,54.45
3059,17.67,Other,High School,4.94,4.59,2.86,2.33,3.01,5.76,6.48,Average,0.59,17.44,23.5,24.9,35.31
3060,20.63,Other,High School,2.01,1.67,0.12,1.68,2.5,8.73,4.61,Good,0.82,4.73,0.0,18.36,18.59
3061,16.45,Male,High School,3.95,3.1,2.09,2.44,1.44,5.85,6.8,Average,5.35,17.04,17.27,26.72,30.13
3062,20.57,Female,High School,6.8,4.39,1.48,4.86,3.18,5.91,3.69,Poor,1.28,25.35,13.73,26.86,40.31
3063,15.84,Other,High School,4.95,0.35,1.28,0.0,0.95,8.46,1.93,Good,2.66,16.76,0.0,19.88,43.66
3064,21.4,Female,High School,3.76,1.6,1.36,2.37,0.24,6.78,8.15,Average,5.87,14.1,32.08,14.68,42.81
3065,21.6,Male,High School,4.73,0.0,2.47,3.45,0.32,7.3,6.81,Good,7.22,8.8,16.88,29.05,31.32
3066,17.87,Other,High School,4.06,1.5,0.03,3.15,2.96,5.72,7.19,Poor,10.4,10.9,3.5,26.53,30.49
3067,21.19,Male,High School,5.34,3.72,2.45,2.86,1.38,8.41,3.78,Average,5.34,14.44,4.1,24.24,38.0
3068,18.81,Female,High School,6.29,1.53,2.06,0.0,0.0,6.16,5.57,Poor,4.84,22.22,11.04,34.96,60.58
3069,21.54,Other,High School,2.76,0.85,2.43,5.31,1.56,6.7,7.95,Average,1.01,3.88,18.28,2.58,7.63
3070,22.87,Female,High School,2.95,1.79,2.62,1.17,1.3,7.07,4.73,Poor,4.63,11.32,25.26,17.76,33.2
3071,19.51,Male,High School,6.82,3.15,3.23,4.49,2.16,7.06,5.87,Good,10.54,25.19,8.39,46.97,53.63
3072,16.14,Female,High School,4.94,1.8,2.68,5.62,2.13,8.51,7.34,Average,4.68,9.82,19.11,21.41,20.54
3073,20.38,Male,High School,4.05,1.09,1.59,4.93,1.42,4.53,8.34,Average,2.52,11.89,20.21,19.5,32.34
3074,22.92,Male,High School,4.86,0.35,3.52,1.14,3.8,8.64,6.48,Good,1.28,20.53,10.25,31.16,43.25
3075,21.26,Female,High School,1.7,2.01,2.91,2.56,0.61,5.48,10.36,Good,9.73,6.71,16.25,28.04,49.5
3076,19.74,Male,High School,4.04,0.53,1.59,2.35,4.54,7.2,6.35,Good,8.96,5.0,11.91,29.08,44.35
3077,17.94,Other,High School,4.14,0.0,2.31,2.81,3.2,6.61,4.71,Average,8.09,2.35,18.12,18.9,9.32
3078,22.6,Male,High School,4.64,1.4,1.56,1.45,0.39,6.47,0.0,Average,6.24,12.45,0.45,24.14,27.65
3079,18.89,Male,High School,3.83,3.41,2.18,3.76,3.05,6.42,9.46,Average,5.39,10.6,22.8,9.52,8.92
3080,17.22,Female,High School,5.05,3.33,2.21,3.02,2.08,4.62,5.86,Poor,0.65,11.52,35.29,18.48,45.6
3081,23.35,Female,High School,4.54,3.59,2.55,2.04,0.01,5.48,2.82,Good,4.02,14.57,1.09,28.98,46.11
3082,17.16,Other,High School,8.4,2.44,1.93,2.29,2.77,9.23,6.57,Average,9.9,26.99,0.42,53.5,79.51
3083,18.9,Other,High School,8.11,1.69,0.02,3.95,2.02,7.14,8.33,Good,4.77,21.45,0.54,32.42,60.73
3084,18.66,Male,High School,4.17,0.32,0.16,2.6,2.65,5.89,5.0,Average,5.85,7.6,9.8,25.17,36.82
3085,20.89,Female,High School,4.7,0.81,0.18,2.44,2.88,6.17,10.91,Good,9.66,6.73,19.86,28.48,59.18
3086,18.12,Female,High School,3.94,1.96,2.67,3.63,1.21,6.98,12.46,Poor,2.65,20.47,33.84,21.1,35.15
3087,20.32,Male,High School,6.32,3.92,2.83,2.51,3.47,8.33,3.68,Good,3.11,18.14,8.2,26.49,36.02
3088,15.76,Male,High School,5.08,2.49,1.15,5.02,2.91,7.21,2.6,Good,1.59,13.59,10.54,23.14,24.94
3089,24.99,Male,High School,4.78,3.6,0.0,5.26,0.59,6.65,5.81,Average,5.91,17.42,0.23,26.04,46.98
3090,23.52,Female,High School,8.23,2.44,2.45,3.31,0.19,6.84,9.98,Poor,3.8,33.95,14.81,49.6,54.45
3091,17.37,Other,High School,6.91,0.26,1.36,1.4,1.79,5.52,7.91,Average,9.43,27.79,9.22,40.36,66.32
3092,16.1,Male,High School,2.63,2.42,3.48,2.57,0.33,8.73,4.62,Average,8.01,12.12,3.52,17.18,18.25
3093,20.0,Male,High School,4.58,0.75,0.0,1.58,1.01,6.43,8.5,Good,7.09,10.39,5.71,24.42,30.7
3094,16.87,Other,High School,6.14,1.84,2.91,1.94,1.84,8.25,5.43,Average,1.71,19.53,0.0,33.06,29.78
3095,17.58,Male,High School,3.23,2.49,1.09,0.44,0.91,6.97,3.18,Good,2.65,14.0,0.0,20.5,48.5
3096,17.71,Female,High School,6.0,3.49,3.2,5.69,0.82,7.57,7.68,Good,3.18,19.71,27.06,23.84,33.28
3097,19.34,Other,High School,1.97,1.8,2.01,6.21,1.45,6.38,7.57,Poor,2.95,4.99,33.42,1.26,0.17
3098,16.79,Male,High School,4.88,0.56,1.19,2.99,2.08,7.04,7.04,Good,0.41,11.03,1.44,20.53,39.49
3099,18.8,Male,High School,5.55,0.79,1.98,4.58,1.34,5.87,4.91,Poor,7.2,24.56,43.56,35.16,80.84
3100,18.31,Other,High School,3.57,1.9,1.68,4.21,2.01,5.64,7.1,Average,5.23,0.26,24.07,12.78,27.63
3101,18.39,Male,High School,1.93,0.57,2.21,4.89,2.08,5.84,6.42,Good,5.81,8.78,21.33,13.26,18.11
3102,21.13,Male,High School,8.26,4.07,2.19,0.38,1.26,9.36,6.24,Good,5.84,32.24,4.15,48.54,59.4
3103,20.11,Female,High School,6.97,1.16,1.78,1.18,5.46,5.46,7.74,Poor,8.59,17.49,10.0,38.93,71.99
3104,16.68,Female,High School,6.9,0.3,2.04,3.18,0.64,4.86,8.67,Average,8.22,18.87,17.65,40.26,70.5
3105,16.96,Male,High School,5.91,0.0,1.62,2.54,0.0,6.59,8.67,Average,5.67,14.06,1.6,28.94,63.81
3106,21.85,Female,High School,4.68,0.69,1.6,2.19,1.54,6.23,9.45,Poor,3.9,11.03,5.6,24.73,31.33
3107,18.85,Female,High School,4.02,1.89,4.08,3.44,1.5,6.73,3.29,Average,3.83,13.65,16.27,17.11,27.69
3108,19.07,Female,High School,4.35,2.77,1.45,2.11,3.46,7.52,3.46,Average,2.87,20.71,0.34,24.4,49.7
3109,21.87,Male,High School,3.52,0.64,2.12,6.17,3.92,4.35,3.66,Average,5.69,0.0,37.33,15.44,26.66
3110,24.5,Female,High School,2.74,0.4,1.42,3.15,1.2,4.18,2.11,Good,8.72,0.46,19.96,21.43,36.31
3111,19.43,Female,High School,6.71,0.0,1.41,1.93,2.58,6.9,7.02,Good,5.44,13.77,16.87,37.77,69.03
3112,20.4,Male,High School,2.5,3.57,2.53,3.7,2.6,6.69,4.0,Good,9.94,15.79,5.86,30.7,43.22
3113,23.29,Other,High School,1.94,1.57,2.64,5.42,2.79,5.67,7.15,Average,10.07,3.73,36.73,10.37,19.66
3114,18.6,Male,High School,5.47,1.74,2.81,5.06,0.55,8.38,3.4,Poor,2.36,6.02,17.45,23.7,44.43
3115,19.78,Female,High School,5.37,2.15,1.04,4.7,0.99,4.78,9.6,Average,1.88,22.95,26.58,24.01,49.17
3116,17.73,Male,High School,2.41,1.21,2.99,0.0,3.12,6.51,10.02,Poor,9.29,19.37,0.0,29.26,44.59
3117,17.23,Female,High School,2.56,4.12,2.21,2.31,1.77,6.94,6.65,Poor,4.13,1.66,17.31,15.59,6.71
3118,22.41,Other,High School,6.32,1.95,2.88,3.07,2.37,6.23,5.29,Poor,4.32,8.41,19.46,17.3,31.51
3119,18.83,Other,High School,8.13,1.97,2.84,3.41,2.84,5.6,8.2,Poor,6.94,33.92,33.95,43.67,66.06
3120,16.33,Other,High School,4.08,2.83,2.26,3.65,2.85,8.59,2.99,Good,5.94,10.49,13.02,27.25,34.71
3121,18.78,Other,High School,3.27,2.24,2.26,3.02,1.79,7.98,7.64,Average,8.25,15.4,0.04,29.41,42.58
3122,17.6,Female,High School,6.77,1.05,1.43,3.15,0.72,7.04,7.75,Good,3.38,20.47,9.22,36.76,61.36
3123,16.46,Male,High School,4.72,2.27,1.15,3.42,2.68,9.58,0.72,Average,1.37,22.58,19.76,29.96,30.32
3124,21.95,Male,High School,5.66,1.44,5.51,1.86,1.32,7.51,7.05,Good,2.27,20.2,15.4,26.73,53.59
3125,23.24,Other,High School,4.46,1.44,0.0,1.91,1.35,9.08,6.91,Poor,4.17,27.26,0.0,40.71,60.99
3126,20.23,Other,High School,7.55,3.28,0.72,2.78,3.35,6.07,0.25,Average,5.12,21.95,0.0,37.64,65.21
3127,20.27,Female,High School,5.63,1.9,2.35,3.41,2.22,5.28,4.78,Good,4.21,16.66,17.51,19.53,36.27
3128,23.37,Female,High School,3.98,2.33,3.41,3.2,2.45,7.4,6.43,Poor,6.93,17.32,16.4,23.81,35.59
3129,23.63,Female,High School,5.72,3.61,2.21,1.45,2.72,4.29,7.18,Good,10.1,14.58,15.28,37.72,58.32
3130,20.85,Other,High School,3.49,2.14,2.48,5.35,1.8,8.27,3.2,Good,1.81,2.58,23.36,9.07,20.2
3131,20.48,Female,High School,6.21,2.18,1.83,2.21,1.67,5.57,3.07,Poor,7.24,15.92,0.0,27.07,61.79
3132,17.27,Female,High School,3.79,0.1,2.64,1.6,2.08,5.39,7.58,Good,8.11,4.44,28.62,14.11,52.41
3133,20.67,Male,High School,6.6,1.76,2.89,2.04,2.02,4.13,10.09,Average,5.74,20.32,30.83,29.93,52.49
3134,20.06,Male,High School,2.51,2.81,0.65,1.55,3.22,4.06,10.87,Poor,4.63,7.61,21.02,26.06,32.94
3135,18.86,Female,High School,7.63,1.0,2.25,3.76,1.81,10.39,7.67,Good,6.15,21.31,18.38,36.57,59.46
3136,17.19,Female,High School,8.43,3.68,0.53,4.37,3.14,7.3,10.46,Average,6.65,42.88,12.32,30.07,56.86
3137,21.77,Other,High School,5.22,4.04,2.3,4.06,2.37,6.91,6.3,Good,9.01,16.08,22.09,32.29,50.94
3138,21.06,Female,High School,4.11,3.53,1.83,2.35,3.66,7.29,3.79,Poor,8.33,15.59,5.71,38.94,61.61
3139,23.13,Female,High School,4.08,1.18,3.03,3.28,2.17,7.69,5.28,Good,2.86,14.84,1.38,23.2,53.31
3140,19.08,Female,High School,5.39,3.86,1.23,1.95,-0.0,9.77,9.29,Good,6.35,13.08,0.76,20.41,34.04
3141,18.28,Other,High School,4.18,0.66,2.94,2.92,0.28,8.07,6.29,Good,1.53,13.08,17.46,13.26,36.45
3142,16.39,Male,High School,2.65,1.29,0.08,3.69,2.77,4.98,3.82,Average,9.5,4.68,15.7,32.94,41.93
3143,19.18,Male,High School,4.24,2.32,3.85,2.42,2.86,8.08,3.7,Average,2.57,11.48,8.82,8.04,28.91
3144,19.68,Female,High School,6.08,0.36,1.85,2.21,2.81,8.3,3.29,Average,2.1,10.19,7.32,28.46,39.79
3145,21.81,Female,High School,2.93,0.0,3.94,3.21,2.38,4.94,7.21,Good,3.64,1.72,32.31,9.07,15.7
3146,19.18,Male,High School,6.68,0.87,2.49,3.12,2.43,5.93,10.53,Good,5.57,17.57,30.41,34.49,77.02
3147,23.06,Female,High School,4.49,2.67,0.0,0.24,2.35,6.49,9.27,Good,9.99,18.24,3.66,32.95,57.67
